id,order_id,product_style,variant_id,fulfillment_status,price,quantity
13328375903,7676870751,c69a262cfd636f95d82654f14e3a9e0a,50547080159,fulfilled,32,1
13328404895,7676880287,6056dc7fb0e6987bfb6d08a8a707446f,50547135519,fulfilled,45,1
13328411231,7676882847,2c259a42d38f5f097274beff811168e2,50547057695,fulfilled,35,1
13328474975,7676905311,6056dc7fb0e6987bfb6d08a8a707446f,50547135135,fulfilled,45,1
13328477599,7676906399,8945e6be376ffa754e06840e4865cc24,50766799775,fulfilled,68,1
13328542175,7676928287,2c259a42d38f5f097274beff811168e2,50547057695,fulfilled,35,1
13328584479,7676943775,8a64f44587d83d703dbbe8e75c538175,50768926047,fulfilled,52,1
13328602719,7676950559,6e946f77ff14a1c28023b7eac81fcfd1,50554646815,fulfilled,52,1
13328652831,7676970591,8d408970d1e9f0841fb78044495b2c3d,50553885215,fulfilled,69,1
13328682847,7676978527,f4e2e3c5433e4120889e2a7e0e0180a8,50553858911,fulfilled,58,1
13328708831,7676989599,08ba660ec5643520a73108bef6f3ddd6,50547001887,fulfilled,25,1
13328828063,7677033695,2c259a42d38f5f097274beff811168e2,50547057439,fulfilled,35,1
13328829215,7677034207,f970e5ee46f870060b22cd544a5aea5d,50553851935,fulfilled,38,1
13328833951,7677036255,08ba660ec5643520a73108bef6f3ddd6,50547000415,fulfilled,25,1
13328876703,7677053023,68ac90e5df73ae9b662174b21dc1586f,50548035679,fulfilled,25,1
13328896159,7677060767,10d1be62aec8c13347df2da753b8a64f,50553870687,fulfilled,45,1
13328951327,7677083615,20c98d4b3bde6f2c64ab8427266378fe,50553822943,fulfilled,45,1
13329013535,7677109471,8d408970d1e9f0841fb78044495b2c3d,50553885151,fulfilled,69,1
13329100831,7677147743,68ac90e5df73ae9b662174b21dc1586f,50548035423,fulfilled,25,1
13329102303,7677148319,ac281e68df3c790bd500fa9b3e390221,50553843615,fulfilled,58,1
13329128159,7677160543,6e946f77ff14a1c28023b7eac81fcfd1,50554646815,fulfilled,52,1
13329143967,7677166751,08ba660ec5643520a73108bef6f3ddd6,50546999583,fulfilled,25,1
13329336927,7677207391,f970e5ee46f870060b22cd544a5aea5d,50553852063,fulfilled,38,1
13329350431,7677213855,20c98d4b3bde6f2c64ab8427266378fe,50553822943,fulfilled,45,1
13329371743,7677225439,1a48969f590d02853bf7526fd9548a5b,50553895647,fulfilled,68,1
13329377695,7677229151,2c259a42d38f5f097274beff811168e2,50547057439,fulfilled,35,1
13329415583,7677250015,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13329425503,7677255135,8945e6be376ffa754e06840e4865cc24,50766799775,fulfilled,68,1
13329429023,7677256863,2c259a42d38f5f097274beff811168e2,50547057311,fulfilled,35,1
13329436447,7677260575,6056dc7fb0e6987bfb6d08a8a707446f,50547135391,fulfilled,45,1
13329438047,7677261663,413bc6aef9f9211126faa5aee4358375,50553845855,,38,1
13329440607,7677262943,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13329444895,7677265375,68ac90e5df73ae9b662174b21dc1586f,50548035423,fulfilled,25,1
13329451935,7677267935,f970e5ee46f870060b22cd544a5aea5d,50553851871,fulfilled,38,1
13329452895,7677268639,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13329453599,7677269023,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13329458079,7677271455,d510a563d66df17daf05e72a6af123b7,50547147871,fulfilled,58,1
13329482143,7677283935,8945e6be376ffa754e06840e4865cc24,50766799903,fulfilled,68,1
13329485599,7677285855,2c259a42d38f5f097274beff811168e2,50547057311,fulfilled,35,1
13329491423,7677289759,677b9227f454869d57276bb57cd05780,50553928671,fulfilled,47,1
13329507295,7677297695,08ba660ec5643520a73108bef6f3ddd6,50546999583,fulfilled,25,1
13329526495,7677307359,2c259a42d38f5f097274beff811168e2,50547057695,fulfilled,35,1
13329526751,7677307487,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13329529503,7677308703,74b088d3d11620183853189b81850850,50553868831,fulfilled,42,1
13329565343,7677329375,0aae1793ae53de4a8ea4c515173bf7e5,50553904735,fulfilled,68,1
13329566303,7677330079,08ba660ec5643520a73108bef6f3ddd6,50547003935,fulfilled,25,1
13329566623,7677330271,c2055353ef80c5d326714f9d763bb78a,50554363103,fulfilled,58,1
13329584671,7677338463,aaf96a65f83b3be78fc9f364fd970613,50553799839,fulfilled,62,1
13329586911,7677339999,2c259a42d38f5f097274beff811168e2,50547057759,fulfilled,35,1
13329610207,7677353119,677b9227f454869d57276bb57cd05780,50553928543,fulfilled,45,1
13329632159,7677364639,413bc6aef9f9211126faa5aee4358375,50553845855,fulfilled,38,1
13329638495,7677368287,68ac90e5df73ae9b662174b21dc1586f,50548035423,fulfilled,25,1
13329645151,7677371871,08ba660ec5643520a73108bef6f3ddd6,50546999391,fulfilled,25,1
13329649695,7677374943,c69a262cfd636f95d82654f14e3a9e0a,50547079967,fulfilled,32,1
13329650143,7677375327,6056dc7fb0e6987bfb6d08a8a707446f,50547135135,fulfilled,45,1
13329660895,7677381087,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13329661599,7677381471,8d408970d1e9f0841fb78044495b2c3d,50553885215,fulfilled,69,1
13329665759,7677383711,08ba660ec5643520a73108bef6f3ddd6,50546999903,fulfilled,25,1
13329672095,7677387807,6e946f77ff14a1c28023b7eac81fcfd1,50554646943,fulfilled,52,1
13329690655,7677401823,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13329710303,7677412447,74b088d3d11620183853189b81850850,50553868959,fulfilled,42,1
13329712159,7677413279,8a64f44587d83d703dbbe8e75c538175,50768926175,fulfilled,52,1
13329714463,7677413919,68ac90e5df73ae9b662174b21dc1586f,50548035423,fulfilled,25,1
13329718879,7677415647,10d1be62aec8c13347df2da753b8a64f,50553870751,fulfilled,45,1
13329727135,7677421151,c2055353ef80c5d326714f9d763bb78a,50554363103,fulfilled,58,1
13329727263,7677421279,68ac90e5df73ae9b662174b21dc1586f,50548035807,fulfilled,25,1
13329736287,7677426655,f4e2e3c5433e4120889e2a7e0e0180a8,50553858975,fulfilled,58,1
13329739551,7677427807,f970e5ee46f870060b22cd544a5aea5d,50553851935,fulfilled,38,1
13329745695,7677431007,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13329746655,7677431711,8d408970d1e9f0841fb78044495b2c3d,50553885215,fulfilled,69,1
13329748447,7677432927,16d32b7a8702e52f639aa80a7bf139aa,50553922143,fulfilled,52,1
13329753631,7677435999,2c259a42d38f5f097274beff811168e2,50547057823,fulfilled,35,1
13329757855,7677438879,2c259a42d38f5f097274beff811168e2,50547057503,fulfilled,35,1
13329763359,7677442463,2c259a42d38f5f097274beff811168e2,50547057567,fulfilled,35,1
13329764319,7677442975,c2055353ef80c5d326714f9d763bb78a,50554362911,fulfilled,58,1
13329776607,7677450655,6056dc7fb0e6987bfb6d08a8a707446f,50547135135,fulfilled,45,1
13329792991,7677460703,1a48969f590d02853bf7526fd9548a5b,50553896095,fulfilled,68,1
13329795807,7677463135,6056dc7fb0e6987bfb6d08a8a707446f,50547135391,fulfilled,45,1
13329797983,7677464671,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13329808479,7677471519,08ba660ec5643520a73108bef6f3ddd6,50547001183,fulfilled,25,1
13329813663,7677474399,08ba660ec5643520a73108bef6f3ddd6,50547002591,fulfilled,25,1
13329819743,7677477663,08ba660ec5643520a73108bef6f3ddd6,50547000415,fulfilled,25,1
13329842079,7677490655,08ba660ec5643520a73108bef6f3ddd6,50547002591,fulfilled,25,1
13329843231,7677491231,e3d8742f4eb202384d0ad5ab37e5298c,50547179871,fulfilled,52,1
13329854751,7677498463,8d408970d1e9f0841fb78044495b2c3d,50553885215,fulfilled,69,1
13329860383,7677502367,90531d136aa756b7ae29b08da56a6897,50553808351,fulfilled,62,1
13329864927,7677505759,413bc6aef9f9211126faa5aee4358375,50553845919,fulfilled,38,1
13329865183,7677505887,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13329873247,7677510111,8a64f44587d83d703dbbe8e75c538175,50768926047,fulfilled,52,1
13329879839,7677513503,68ac90e5df73ae9b662174b21dc1586f,50548035807,,25,1
13329884959,7677517087,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13329889951,7677519263,68ac90e5df73ae9b662174b21dc1586f,50548035807,fulfilled,25,1
13329891487,7677520351,e3d8742f4eb202384d0ad5ab37e5298c,50547179807,fulfilled,52,1
13329895647,7677522847,8945e6be376ffa754e06840e4865cc24,50766799775,fulfilled,68,1
13329899103,7677525343,8945e6be376ffa754e06840e4865cc24,50766799839,fulfilled,68,1
13329899359,7677525535,6056dc7fb0e6987bfb6d08a8a707446f,50547135135,fulfilled,45,1
13329899807,7677525919,08ba660ec5643520a73108bef6f3ddd6,50547002591,fulfilled,25,1
13329904607,7677528671,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13329905247,7677529119,f4e2e3c5433e4120889e2a7e0e0180a8,50553859039,fulfilled,58,1
13329917727,7677536863,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13329932063,7677545631,6056dc7fb0e6987bfb6d08a8a707446f,50547135135,fulfilled,45,1
13329944351,7677553375,6e946f77ff14a1c28023b7eac81fcfd1,50554646879,fulfilled,52,1
13329948255,7677554783,08ba660ec5643520a73108bef6f3ddd6,50547000415,fulfilled,25,1
13329967263,7677566303,8d408970d1e9f0841fb78044495b2c3d,50553885151,fulfilled,69,1
13329982431,7677575583,677b9227f454869d57276bb57cd05780,50553928671,fulfilled,47,1
13329987295,7677578783,1a48969f590d02853bf7526fd9548a5b,50553895455,fulfilled,68,1
13329987807,7677579231,68ac90e5df73ae9b662174b21dc1586f,50548035807,fulfilled,25,1
13330005279,7677587551,6e946f77ff14a1c28023b7eac81fcfd1,50554646879,fulfilled,52,1
13330016287,7677594783,2c259a42d38f5f097274beff811168e2,50547057311,fulfilled,35,1
13330026655,7677601311,2c259a42d38f5f097274beff811168e2,50547057631,fulfilled,35,1
13330028831,7677602719,8d408970d1e9f0841fb78044495b2c3d,50553885215,fulfilled,69,1
13330030047,7677603807,413bc6aef9f9211126faa5aee4358375,50553845919,fulfilled,38,1
13330032095,7677605087,6e946f77ff14a1c28023b7eac81fcfd1,50554646815,fulfilled,52,1
13330036127,7677606943,08ba660ec5643520a73108bef6f3ddd6,50546999391,fulfilled,25,1
13330042079,7677610271,1a48969f590d02853bf7526fd9548a5b,50553895903,fulfilled,68,1
13330052063,7677616287,2c259a42d38f5f097274beff811168e2,50547057759,fulfilled,35,1
13330061663,7677621471,8d408970d1e9f0841fb78044495b2c3d,50553885279,fulfilled,69,1
13330068319,7677625887,c69a262cfd636f95d82654f14e3a9e0a,50547080351,fulfilled,32,1
13330082783,7677633823,6056dc7fb0e6987bfb6d08a8a707446f,50547135583,fulfilled,45,1
13330086175,7677635871,8a64f44587d83d703dbbe8e75c538175,50768926047,fulfilled,52,1
13330086303,7677635935,8945e6be376ffa754e06840e4865cc24,50766799839,fulfilled,68,1
13330087967,7677636703,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13330093919,7677640479,08ba660ec5643520a73108bef6f3ddd6,50546999583,fulfilled,25,1
13330096031,7677641503,08ba660ec5643520a73108bef6f3ddd6,50546999071,fulfilled,25,1
13330102815,7677645535,89d7f6a1960f60ab47a20579c4dadd71,50553822047,fulfilled,52,1
13330105439,7677647519,e3d8742f4eb202384d0ad5ab37e5298c,50547179743,fulfilled,52,1
13330114207,7677652895,b2c4bbbca3f7f99bebf39d7a8c4ba0bf,50553881055,fulfilled,58,1
13330116639,7677654175,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330117663,7677654943,08ba660ec5643520a73108bef6f3ddd6,50547000415,fulfilled,25,1
13330120159,7677656095,2c259a42d38f5f097274beff811168e2,50547057695,fulfilled,35,1
13330120735,7677656543,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13330124383,7677658335,6056dc7fb0e6987bfb6d08a8a707446f,50547135583,fulfilled,45,1
13330129695,7677661151,08ba660ec5643520a73108bef6f3ddd6,50547002591,fulfilled,25,1
13330131999,7677661919,08ba660ec5643520a73108bef6f3ddd6,50546999583,fulfilled,25,1
13330132255,7677662175,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13330135711,7677664863,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330140575,7677668575,74b088d3d11620183853189b81850850,50553868703,fulfilled,42,1
13330143967,7677670559,2c259a42d38f5f097274beff811168e2,50547057759,fulfilled,35,1
13330146015,7677672287,6056dc7fb0e6987bfb6d08a8a707446f,50547135391,fulfilled,45,1
13330153503,7677675743,74b088d3d11620183853189b81850850,50553868959,fulfilled,42,1
13330158239,7677679007,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13330158559,7677679327,6056dc7fb0e6987bfb6d08a8a707446f,50547135135,fulfilled,45,1
13330169759,7677685791,8a64f44587d83d703dbbe8e75c538175,50768926367,fulfilled,52,1
13330173471,7677687583,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13330173535,7677687647,08ba660ec5643520a73108bef6f3ddd6,50546999583,fulfilled,25,1
13330175519,7677688991,c69a262cfd636f95d82654f14e3a9e0a,50547080351,fulfilled,32,1
13330175775,7677689183,74b088d3d11620183853189b81850850,50553868959,fulfilled,42,1
13330176287,7677689503,2c259a42d38f5f097274beff811168e2,50547057439,fulfilled,35,1
13330177055,7677690143,08ba660ec5643520a73108bef6f3ddd6,50546999071,fulfilled,25,1
13330182239,7677693407,2c259a42d38f5f097274beff811168e2,50547057695,fulfilled,35,1
13330184863,7677694623,413bc6aef9f9211126faa5aee4358375,50553845855,fulfilled,38,1
13330186335,7677695455,2c259a42d38f5f097274beff811168e2,50547057823,fulfilled,35,1
13330187039,7677695967,68ac90e5df73ae9b662174b21dc1586f,50548035935,fulfilled,25,1
13330194143,7677700319,6056dc7fb0e6987bfb6d08a8a707446f,50547135391,fulfilled,45,1
13330194271,7677700447,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330195103,7677701151,dd804c4025d230467823200aa82e9219,50547117727,fulfilled,79,1
13330195679,7677701535,cfd48125e66631a2f0f2b07e97d59eea,50553910815,fulfilled,68,1
13330196319,7677701983,2c259a42d38f5f097274beff811168e2,50547057823,fulfilled,35,1
13330201503,7677705439,677b9227f454869d57276bb57cd05780,50553928607,fulfilled,46,1
13330202783,7677706079,b2c4bbbca3f7f99bebf39d7a8c4ba0bf,50553881183,fulfilled,58,1
13330204255,7677707295,08ba660ec5643520a73108bef6f3ddd6,50547002591,fulfilled,25,1
13330207071,7677709279,6056dc7fb0e6987bfb6d08a8a707446f,50547135135,fulfilled,45,1
13330210591,7677710943,e3d8742f4eb202384d0ad5ab37e5298c,50547179743,fulfilled,52,1
13330212063,7677712095,08ba660ec5643520a73108bef6f3ddd6,50546999583,fulfilled,25,1
13330214367,7677713439,dd804c4025d230467823200aa82e9219,50547118111,fulfilled,79,1
13330215903,7677714463,ac281e68df3c790bd500fa9b3e390221,50553843679,fulfilled,58,1
13330217439,7677715679,10d1be62aec8c13347df2da753b8a64f,50553870687,fulfilled,45,1
13330218591,7677716447,90531d136aa756b7ae29b08da56a6897,50553808543,fulfilled,62,1
13330221087,7677717983,8d408970d1e9f0841fb78044495b2c3d,50553885151,,69,1
13330221471,7677718303,ac281e68df3c790bd500fa9b3e390221,50553843679,fulfilled,58,1
13330222623,7677718495,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13330223775,7677719263,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330226399,7677720863,68ac90e5df73ae9b662174b21dc1586f,50548035935,fulfilled,25,1
13330226975,7677721311,68ac90e5df73ae9b662174b21dc1586f,50548035935,fulfilled,25,1
13330234463,7677725023,8d408970d1e9f0841fb78044495b2c3d,50553885215,fulfilled,69,1
13330236511,7677726111,7e1dce2bdf896716eb83e57afd9d08c0,50553909407,fulfilled,65,1
13330237343,7677726815,90531d136aa756b7ae29b08da56a6897,50553808671,fulfilled,62,1
13330241055,7677728991,b2c4bbbca3f7f99bebf39d7a8c4ba0bf,50553880927,fulfilled,58,1
13330242591,7677730143,1a48969f590d02853bf7526fd9548a5b,50553895647,fulfilled,68,1
13330243551,7677730911,413bc6aef9f9211126faa5aee4358375,50553845855,fulfilled,38,1
13330243871,7677731039,dd804c4025d230467823200aa82e9219,50547117919,fulfilled,79,1
13330245407,7677732127,7e1dce2bdf896716eb83e57afd9d08c0,50553909471,fulfilled,65,1
13330246623,7677732959,b2c4bbbca3f7f99bebf39d7a8c4ba0bf,50553880991,fulfilled,58,1
13330249311,7677734623,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330249439,7677734687,74b088d3d11620183853189b81850850,50553869151,fulfilled,42,1
13330251295,7677735967,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330254687,7677738015,ac281e68df3c790bd500fa9b3e390221,50553843807,fulfilled,58,1
13330255455,7677738655,dd804c4025d230467823200aa82e9219,50547118495,fulfilled,79,1
13330258591,7677740831,ac281e68df3c790bd500fa9b3e390221,50553843679,fulfilled,58,1
13330262303,7677742879,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330263135,7677743583,08ba660ec5643520a73108bef6f3ddd6,50547004127,fulfilled,25,1
13330267807,7677746143,aaf96a65f83b3be78fc9f364fd970613,50553799967,fulfilled,62,1
13330268063,7677746399,dd804c4025d230467823200aa82e9219,50547117919,fulfilled,79,1
13330268767,7677746719,2c259a42d38f5f097274beff811168e2,50547057567,fulfilled,35,1
13330270367,7677747615,e3d8742f4eb202384d0ad5ab37e5298c,50547179871,fulfilled,52,1
13330273439,7677749279,8d408970d1e9f0841fb78044495b2c3d,50553885279,fulfilled,69,1
13330274143,7677749599,8945e6be376ffa754e06840e4865cc24,50766799839,fulfilled,68,1
13330282207,7677753503,08ba660ec5643520a73108bef6f3ddd6,50547001439,fulfilled,25,1
13330284319,7677754527,ac281e68df3c790bd500fa9b3e390221,50553843679,fulfilled,58,1
13330285023,7677754847,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13330286879,7677755935,90531d136aa756b7ae29b08da56a6897,50553808735,fulfilled,62,1
13330287967,7677756511,68ac90e5df73ae9b662174b21dc1586f,50548035935,fulfilled,25,1
13330291103,7677758495,8d408970d1e9f0841fb78044495b2c3d,50553885279,fulfilled,69,1
13330291295,7677758559,8a64f44587d83d703dbbe8e75c538175,50768926431,fulfilled,52,1
13330292959,7677759263,08ba660ec5643520a73108bef6f3ddd6,50547003935,fulfilled,25,1
13330293023,7677759327,b2c4bbbca3f7f99bebf39d7a8c4ba0bf,50553880927,fulfilled,58,1
13330293471,7677759647,8945e6be376ffa754e06840e4865cc24,50766800031,fulfilled,68,1
13330294623,7677760415,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330295199,7677760671,2c259a42d38f5f097274beff811168e2,50547057695,fulfilled,35,1
13330296287,7677761503,10d1be62aec8c13347df2da753b8a64f,50553870815,fulfilled,45,1
13330297759,7677762719,d510a563d66df17daf05e72a6af123b7,50547147871,fulfilled,58,1
13330297951,7677762847,08ba660ec5643520a73108bef6f3ddd6,50546999583,fulfilled,25,1
13330298399,7677763039,8d408970d1e9f0841fb78044495b2c3d,50553885279,fulfilled,69,1
13330301599,7677764895,2c259a42d38f5f097274beff811168e2,50547057695,fulfilled,35,1
13330304287,7677766303,dd804c4025d230467823200aa82e9219,50547118111,fulfilled,79,1
13330305247,7677766751,dd804c4025d230467823200aa82e9219,50547117919,fulfilled,79,1
13330313119,7677768863,8a64f44587d83d703dbbe8e75c538175,50768926367,fulfilled,52,1
13330313823,7677769055,1a48969f590d02853bf7526fd9548a5b,50553895455,fulfilled,68,1
13330314015,7677769183,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13330315551,7677770079,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13330319647,7677772831,2c259a42d38f5f097274beff811168e2,50547057759,fulfilled,35,1
13330320159,7677773151,7e1dce2bdf896716eb83e57afd9d08c0,50553909471,fulfilled,65,1
13330321631,7677774239,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13330327007,7677777119,08ba660ec5643520a73108bef6f3ddd6,50547002591,fulfilled,25,1
13330334559,7677781983,7e1dce2bdf896716eb83e57afd9d08c0,50553909535,fulfilled,65,1
13330341151,7677784095,cfd48125e66631a2f0f2b07e97d59eea,50553910943,fulfilled,68,1
13330342559,7677784799,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
13330344095,7677785823,68ac90e5df73ae9b662174b21dc1586f,50548035935,fulfilled,25,1
13330351007,7677789535,dd804c4025d230467823200aa82e9219,50547117727,fulfilled,79,1
13330352863,7677790559,8a64f44587d83d703dbbe8e75c538175,50768926047,fulfilled,52,1
13330354655,7677791583,f4e2e3c5433e4120889e2a7e0e0180a8,50553858975,fulfilled,58,1
13330355103,7677791839,08ba660ec5643520a73108bef6f3ddd6,50546999903,fulfilled,25,1
13330359007,7677794463,6056dc7fb0e6987bfb6d08a8a707446f,50547135519,fulfilled,45,1
13330362335,7677796447,89d7f6a1960f60ab47a20579c4dadd71,50553821919,fulfilled,52,1
13330362527,7677796575,74b088d3d11620183853189b81850850,50553868959,fulfilled,42,1
13330372383,7677802335,e3d8742f4eb202384d0ad5ab37e5298c,50547179999,fulfilled,52,1
13330374943,7677804063,7e1dce2bdf896716eb83e57afd9d08c0,50553909471,fulfilled,65,1
13330377119,7677805599,677b9227f454869d57276bb57cd05780,50553928543,fulfilled,45,1
13330378847,7677806367,08ba660ec5643520a73108bef6f3ddd6,50547001887,fulfilled,25,1
13330380895,7677807327,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330381407,7677807711,08ba660ec5643520a73108bef6f3ddd6,50547000799,fulfilled,25,1
13330381599,7677807903,08ba660ec5643520a73108bef6f3ddd6,50547002591,fulfilled,25,1
13330382943,7677808863,1a48969f590d02853bf7526fd9548a5b,50553895647,fulfilled,68,1
13330383967,7677809567,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330388383,7677811807,08ba660ec5643520a73108bef6f3ddd6,50547001183,fulfilled,25,1
13330392479,7677814431,2c259a42d38f5f097274beff811168e2,50547057439,fulfilled,35,1
13330393631,7677815263,74b088d3d11620183853189b81850850,50553868831,fulfilled,42,1
13330396703,7677816799,0aae1793ae53de4a8ea4c515173bf7e5,50553904991,fulfilled,68,1
13330400927,7677818399,1a48969f590d02853bf7526fd9548a5b,50553895455,fulfilled,68,1
13330401951,7677819039,ac281e68df3c790bd500fa9b3e390221,50553843679,fulfilled,58,1
13330403999,7677820319,d510a563d66df17daf05e72a6af123b7,50547147871,fulfilled,58,1
13330406111,7677821663,74b088d3d11620183853189b81850850,50553868831,fulfilled,42,1
13330407135,7677822175,08ba660ec5643520a73108bef6f3ddd6,50546999583,fulfilled,25,1
13330409503,7677823647,e3d8742f4eb202384d0ad5ab37e5298c,50547179871,fulfilled,52,1
13330410399,7677824351,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330411935,7677825247,2c259a42d38f5f097274beff811168e2,50547057695,fulfilled,35,1
13330412255,7677825439,08ba660ec5643520a73108bef6f3ddd6,50546999583,fulfilled,25,1
13330412575,7677825631,08ba660ec5643520a73108bef6f3ddd6,50547001887,fulfilled,25,1
13330412831,7677825759,08ba660ec5643520a73108bef6f3ddd6,50547001183,fulfilled,25,1
13330413791,7677826207,08ba660ec5643520a73108bef6f3ddd6,50546999903,fulfilled,25,1
13330415839,7677827487,6056dc7fb0e6987bfb6d08a8a707446f,50547135263,fulfilled,45,1
13330417119,7677828383,c69a262cfd636f95d82654f14e3a9e0a,50547080799,fulfilled,32,1
13330418527,7677829407,08ba660ec5643520a73108bef6f3ddd6,50547001439,fulfilled,25,1
13330421535,7677831263,2c259a42d38f5f097274beff811168e2,50547057375,fulfilled,35,1
